Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
59793324,Life Ceremony,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""0802159583""","=""9780802159588""",0,3.75,Grove Press,Hardcover,256,2022,2019,,2023/06/14,to-read,to-read (#67),to-read,,,,0,0
53138095,"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,"Maas, Sarah J.",,"=""168119628X""","=""9781681196282""",4,4.47,Bloomsbury Publishing,Hardcover,757,2021,2021,2023/06/14,2023/06/05,,,read,,,,1,0
13588356,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,"Brown, Brené",,"=""1592407331""","=""9781592407330""",2,4.29,Avery,Hardcover,287,2012,2012,2023/06/13,2023/06/05,,,read,,,,1,0
63876551,On Our Best Behavior: The Seven Deadly Sins and the Price Women Pay to Be Good,Elise Loehnen,"Loehnen, Elise",,"=""059324303X""","=""9780593243039""",0,3.81,The Dial Press,Hardcover,384,2023,2023,,2023/06/12,to-read,to-read (#66),to-read,,,,0,0
60435878,Carrie Soto Is Back,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""0593158687""","=""9780593158685""",5,4.21,Ballantine Books,Hardcover,384,2022,2022,2023/05/30,2022/08/12,,,read,,,,1,0
43126457,Trick Mirror: Reflections on Self-Delusion,Jia Tolentino,"Tolentino, Jia",,"=""0525510540""","=""9780525510543""",0,4.04,Random House,Hardcover,303,2019,2019,,2022/03/30,to-read,to-read (#65),to-read,,,,0,0
18693771,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,"Kolk, Bessel van der",,"=""0670785938""","=""9780670785933""",0,4.39,Viking,Hardcover,464,2014,2014,,2022/06/26,to-read,to-read (#64),to-read,,,,0,0
57795665,The Locked Door,Freida McFadden,"McFadden, Freida",,"=""""","=""""",2,4.05,Hollywood Upstairs Press,Kindle Edition,313,2021,2021,2023/05/26,2023/05/24,,,read,,,,1,0
60913577,The Half Moon,Mary Beth Keane,"Keane, Mary Beth",,"=""1982172606""","=""9781982172602""",4,3.40,Scribner,Hardcover,304,2023,2023,2023/05/24,2023/05/22,,,read,,,,1,0
55338982,Cultish: The Language of Fanaticism,Amanda Montell,"Montell, Amanda",,"=""0062993151""","=""9780062993151""",4,3.86,Harper,Hardcover,309,2021,2021,2023/05/22,2023/05/16,,,read,,,,1,0
60784562,"Antimatter Blues (Mickey7, #2)",Edward Ashton,"Ashton, Edward",,"=""1250275059""","=""9781250275059""",3,3.95,St. Martin's Press,Hardcover,304,2023,2023,2023/05/16,2022/05/10,,,read,,,,1,0
59716,To the Lighthouse,Virginia Woolf,"Woolf, Virginia",Eudora Welty,"=""""","=""""",0,3.80,Harvest Books,Paperback,209,1989,1927,,2023/05/10,to-read,to-read (#63),to-read,,,,0,0
21936809,"The Kind Worth Killing (Henry Kimball/Lily Kintner, #1)",Peter  Swanson,"Swanson, Peter",,"=""0062267523""","=""9780062267528""",4,4.00,William Morrow,Hardcover,320,2015,2015,2023/05/08,2023/05/07,,,read,,,,1,0
54981009,The Last Thing He Told Me,Laura Dave,"Dave, Laura",,"=""""","=""""",3,3.83,Simon & Schuster,Hardcover,307,2021,2021,2023/05/07,2023/05/04,,,read,,,,1,0
49661162,Randomize,Andy Weir,"Weir, Andy",,"=""""","=""""",0,3.53,Amazon Original Stories,Kindle Edition,28,2019,2019,,2023/04/27,to-read,to-read (#62),to-read,,,,0,0
62848145,"The Housemaid's Secret (The Housemaid, #2)",Freida McFadden,"McFadden, Freida",,"=""1837901317""","=""9781837901319""",0,4.25,Bookouture,Kindle Edition,318,2023,2023,2023/04/27,2023/04/27,,,read,,,,1,0
40874032,"Vicious (Villains, #1)",Victoria Schwab,"Schwab, Victoria",,"=""""","=""""",3,4.21,Tor Books,Kindle Edition,402,2013,2013,2023/04/18,2022/03/07,,,read,,,,1,0
58340727,The Island,Adrian McKinty,"McKinty, Adrian",,"=""0316531286""","=""9780316531283""",4,3.77,"Little, Brown and Company",Hardcover,375,2022,2022,2023/04/21,2023/04/21,,,read,,,,1,0
59947696,Wrong Place Wrong Time,Gillian McAllister,"McAllister, Gillian",,"=""0063252341""","=""9780063252349""",4,4.00,William Morrow,Hardcover,416,2022,2022,2023/04/04,2023/01/02,,,read,,,,1,0
52320705,Who Is Maud Dixon?,Alexandra  Andrews,"Andrews, Alexandra",,"=""0316500313""","=""9780316500319""",5,3.83,"Little, Brown And Company",Hardcover,324,2021,2021,2023/03/31,2023/03/27,,,read,,,,1,0
60556912,"The Housemaid (The Housemaid, #1)",Freida McFadden,"McFadden, Freida",,"=""""","=""""",5,4.32,Bookouture,Kindle Edition,329,2022,2022,2023/03/27,2023/03/27,,,read,,,,1,0
59808050,Daisy Darker,Alice Feeney,"Feeney, Alice",,"=""1250843936""","=""9781250843937""",3,3.77,Flatiron Books,Hardcover,338,2022,2022,2023/03/24,2023/03/24,,,read,,,,1,0
45885495,His & Hers,Alice Feeney,"Feeney, Alice",,"=""1250266076""","=""9781250266071""",0,4.08,Flatiron Books,Hardcover,304,2020,2020,,2023/01/24,to-read,to-read (#61),to-read,,,,0,0
52656911,The Guest List,Lucy Foley,"Foley, Lucy",,"=""""","=""""",3,3.81,William Morrow,Kindle Edition,319,2020,2020,,2023/03/15,,,read,,,,1,0
56238004,The Good Lie,A.R. Torre,"Torre, A.R.",,"=""1542020174""","=""9781542020176""",4,4.13,Thomas & Mercer,Kindle Edition,257,2021,2021,2023/03/10,2023/03/10,,,read,,,,1,0
60652997,"Hell Bent (Alex Stern, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313104""","=""9781250313102""",5,4.13,Flatiron Books,Hardcover,481,2023,2023,2023/03/04,2023/03/01,,,read,,,,1,0
42969318,"Delicates (Sheets, #2)",Brenna Thummler,"Thummler, Brenna",,"=""""","=""""",0,4.19,Lion Forge/Caracal,Hardcover,320,2021,2021,2023/03/04,2023/02/16,,,read,,,,1,0
61273863,The Writing Retreat,Julia Bartz,"Bartz, Julia",,"=""1982199458""","=""9781982199456""",4,3.43,Atria/Emily Bestler Books,Hardcover,313,2023,2023,2023/02/16,2023/01/26,,,read,,,,1,0
59473598,Tempest in a Tea Room (Tea Time Cozy Mysteries Book 1),Summer  Prescott,"Prescott, Summer",,"=""""","=""""",2,4.00,Summer Prescott Books,Kindle Edition,111,2021,,2023/02/10,2023/02/08,,,read,,,,1,0
57693427,The Night Shift,Alex Finlay,"Finlay, Alex",,"=""1250268885""","=""9781250268884""",3,3.91,Minotaur Books,Hardcover,312,2022,2022,2023/02/09,2022/03/20,,,read,,,,1,0
38958846,"Sheets (Sheets, #1)",Brenna Thummler,"Thummler, Brenna",,"=""194130267X""","=""9781941302675""",4,3.84,Oni Press,Paperback,242,2018,2018,2023/02/08,2023/01/17,,,read,,,,1,0
61062194,Beyond the Wand: The Magic & Mayhem of Growing Up a Wizard,Tom Felton,"Felton, Tom",,"=""1538741369""","=""9781538741368""",4,4.29,Grand Central Publishing,Hardcover,288,2022,2022,2023/02/05,2023/02/02,,,read,,,,1,0
50659472,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575605""","=""9781635575606""",4,4.48,Bloomsbury Publishing,Paperback,703,2020,2017,2023/02/03,2023/01/24,,,read,,,,1,0
57823811,Good Rich People,Eliza Jane Brazier,"Brazier, Eliza Jane",,"=""0593198255""","=""9780593198254""",2,3.24,Berkley,Hardcover,321,2022,2022,2023/01/24,2022/03/06,,,read,,,,1,0
61272184,"Mysteries of Thorn Manor (Sorcery of Thorns, #1.5)",Margaret  Rogerson,"Rogerson, Margaret",,"=""1665935626""","=""9781665935623""",0,4.08,Margaret K. McElderry Books,ebook,192,2023,2023,,2023/01/17,to-read,to-read (#60),to-read,,,,0,0
49246963,Night of the Mannequins,Stephen Graham Jones,"Jones, Stephen Graham",,"=""1250752078""","=""9781250752079""",2,3.34,Tor.com,Paperback,136,2020,2020,2023/01/10,2023/01/07,,,read,,,,1,0
53642699,The Mountain Is You: Transforming Self-Sabotage Into Self-Mastery,Brianna Wiest,"Wiest, Brianna",,"=""""","=""""",0,4.09,Thought Catalog Books,Kindle Edition,250,2020,2020,,2023/01/02,to-read,to-read (#59),to-read,,,,0,0
7745,Fear and Loathing in Las Vegas,Hunter S. Thompson,"Thompson, Hunter S.",Ralph Steadman,"=""0679785892""","=""9780679785897""",0,4.07,Vintage Books,Paperback,204,1998,1971,,2023/01/02,to-read,to-read (#58),to-read,,,,0,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333846""","=""9780385333849""",3,4.10,Dial Press,Paperback,275,1999,1969,2022/12/31,2022/05/08,,,read,,,,1,0
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",5,4.14,Ballantine Books,Hardcover,352,2016,2016,2022/07/22,2022/07/22,,,read,,,,1,0
44778083,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635574048""","=""9781635574043""",5,4.48,Bloomsbury Publishing,Hardcover,803,2020,2020,2022/09/26,2022/09/12,,,read,,,,1,0
40132775,"House of Sky and Breath (Crescent City, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1408884429""","=""9781408884423""",5,4.48,Bloomsbury Publishing,Hardcover,805,2022,2022,2022/12/14,2022/10/06,,,read,,,,1,0
56935099,"The Sanatorium (Detective Elin Warner, #1)",Sarah  Pearse,"Pearse, Sarah",,"=""0593296672""","=""9780593296677""",3,3.37,Pamela Dorman Books,Hardcover,400,2021,2020,2022/12/28,2021/09/20,,,read,,,,1,0
56269064,Rock Paper Scissors,Alice Feeney,"Feeney, Alice",,"=""1250266106""","=""9781250266101""",5,3.92,Flatiron Books,Hardcover,294,2021,2021,2022/12/28,2022/12/28,,,read,,,,1,0
59358268,Sign Here,Claudia  Lux,"Lux, Claudia",,"=""0593545761""","=""9780593545768""",3,3.80,Berkley,Hardcover,416,2022,2022,2022/12/24,2022/12/19,,,read,,,,1,0
45706883,The Other People,C.J. Tudor,"Tudor, C.J.",,"=""1984824996""","=""9781984824998""",3,3.86,Ballantine Books,Hardcover,327,2020,2020,2022/12/10,2022/09/21,,,read,,,,1,0
60095973,Ghost Eaters,Clay McLeod Chapman,"Chapman, Clay McLeod",,"=""1683692179""","=""9781683692171""",2,3.37,Quirk Books ,Hardcover,304,2022,2022,2022/10/28,2022/09/23,,,read,,,,1,0
60142750,All Good People Here,Ashley Flowers,"Flowers, Ashley",,"=""0593496477""","=""9780593496473""",0,3.84,Bantam,Hardcover,312,2022,2022,,2022/10/28,to-read,to-read (#57),to-read,,,,0,0
58829857,One of the Girls,Lucy Clarke,"Clarke, Lucy",,"=""0593422643""","=""9780593422649""",0,3.94,G.P. Putnam's Sons,Hardcover,432,2022,2022,,2022/10/28,to-read,to-read (#56),to-read,,,,0,0
19161835,Confessions,Kanae Minato,"Minato, Kanae",Stephen Snyder,"=""0316200921""","=""9780316200929""",3,3.96,Mulholland Books,Paperback,240,2014,2008,2022/10/12,2022/09/23,,,read,,,,1,0
54621094,The Last House on Needless Street,Catriona Ward,"Ward, Catriona",,"=""1788166167""","=""9781788166164""",3,3.85,Viper,Hardcover,335,2021,2021,2022/10/03,2022/10/03,,,read,,,,1,0
18652002,The Bees,Laline Paull,"Paull, Laline",,"=""0062331159""","=""9780062331151""",0,3.71,Ecco,Hardcover,340,2014,2014,,2022/09/29,to-read,to-read (#55),to-read,,,,0,0
56993994,The Manningtree Witches,A.K. Blakemore,"Blakemore, A.K.",,"=""1646220641""","=""9781646220649""",0,3.66,Catapult,Hardcover,320,2021,2021,,2022/09/28,to-read,to-read (#54),to-read,,,,0,0
23019294,A Head Full of Ghosts,Paul Tremblay,"Tremblay, Paul",,"=""0062363239""","=""9780062363237""",0,3.79,William Morrow,Hardcover,287,2015,2015,,2022/09/23,to-read,to-read (#53),to-read,,,,0,0
53387949,The Burning Girls,C.J. Tudor,"Tudor, C.J.",,"=""198482502X""","=""9781984825025""",3,4.02,Ballantine Books,Hardcover,333,2021,2021,2022/09/21,2022/09/20,,,read,,,,1,0
60235814,Run Time,Catherine Ryan Howard,"Howard, Catherine Ryan",,"=""1982694688""","=""9781982694685""",3,3.43,Blackstone Publishing,Hardcover,386,2022,2022,2022/09/16,2022/09/12,,,read,,,,1,0
57693411,In Defense of Witches: The Legacy of the Witch Hunts and Why Women Are Still on Trial,Mona Chollet,"Chollet, Mona","Sophie R. Lewis, Carmen Maria Machado","=""125027141X""","=""9781250271419""",0,4.10,St. Martin's Press,Hardcover,320,2022,2018,,2022/09/13,to-read,to-read (#52),to-read,,,,0,0
55859459,The 22 Murders of Madison May,Max Barry,"Barry, Max",,"=""0593085205""","=""9780593085202""",3,3.76,G.P. Putnam's Sons,Hardcover,336,2021,2021,2022/09/11,2022/09/08,,,read,,,,1,0
22299763,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,4.59,Orion Children's Books,Kindle Edition,561,2016,2016,,2022/08/11,to-read,to-read (#51),to-read,,,,0,0
57773248,Notes on an Execution,Danya Kukafka,"Kukafka, Danya",,"=""0063052733""","=""9780063052734""",5,4.07,William Morrow,Hardcover,306,2022,2022,2022/08/28,2022/08/25,,,read,,,,1,0
49203397,These Violent Delights,Micah Nemerever,"Nemerever, Micah",,"=""0062963635""","=""9780062963635""",0,3.97,Harper,Hardcover,460,2020,2020,,2022/08/17,to-read,to-read (#50),to-read,,,,0,0
36626748,The Last Time I Lied,Riley Sager,"Sager, Riley",,"=""""","=""""",2,4.03,Dutton,Kindle Edition,402,2018,2018,2022/08/17,2022/01/01,,,read,,,,1,0
56383038,Never Saw Me Coming,Vera Kurian,"Kurian, Vera",,"=""0778311554""","=""9780778311553""",3,3.62,Park Row,Hardcover,400,2021,2021,2022/08/11,2022/08/05,,,read,,,,1,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",4,4.48,Henry Holt & Company,Hardcover,465,2015,2015,2022/08/11,2022/07/22,,,read,,,,1,0
59345249,The It Girl,Ruth Ware,"Ware, Ruth",,"=""1982155264""","=""9781982155261""",3,3.85,Scout Press,Hardcover,423,2022,2022,2022/07/28,2022/07/22,,,read,,,,1,0
58725025,"Ordinary Monsters (The Talents Trilogy, #1)",J.M. Miro,"Miro, J.M.",,"=""1250833663""","=""9781250833662""",0,3.79,Flatiron Books,Hardcover,672,2022,2022,,2022/07/22,to-read,to-read (#49),to-read,,,,0,0
41960011,"The Never Game (Colter Shaw, #1)",Jeffery Deaver,"Deaver, Jeffery",,"=""0525535969""","=""""",0,3.92,G.P. Putnam's Sons,Kindle Edition,413,2019,2019,,2022/07/09,to-read,to-read (#48),to-read,,,,0,0
34776609,Turn This Ship Around: Personal Growth and the Quest for a Bigger Life,Craig Pennell,"Pennell, Craig",,"=""""","=""""",0,4.00,,Kindle Edition,92,2017,,,2022/07/08,to-read,to-read (#47),to-read,,,,0,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",0,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,,2022/07/08,to-read,to-read (#46),to-read,,,,0,0
57693183,Sundial,Catriona Ward,"Ward, Catriona",,"=""1250812682""","=""9781250812681""",5,3.80,Tor Nightfire,Hardcover,292,2022,2022,2022/07/08,2022/03/04,,,read,,,,1,0
58690308,Book Lovers,Emily Henry,"Henry, Emily",,"=""""","=""""",3,4.13,Berkley,Hardcover,377,2022,2022,2022/07/05,2022/01/02,,,read,,,,1,0
35965482,"Middlegame (Alchemical Journeys, #1)",Seanan McGuire,"McGuire, Seanan",,"=""""","=""""",0,4.01,Tor.com Publishing,Kindle Edition,492,2019,2019,,2022/06/30,to-read,to-read (#45),to-read,,,,0,0
47212,"Storm Front (The Dresden Files, #1)",Jim Butcher,"Butcher, Jim",,"=""0451457811""","=""9780451457813""",2,3.98,Penguin ROC,Mass Market Paperback,355,2000,2000,2022/06/29,2022/05/13,,,read,,,,1,0
51918871,City of Girls,Elizabeth Gilbert,"Gilbert, Elizabeth",,"=""1594634742""","=""9781594634741""",4,4.04,Riverhead Books,Paperback,470,2020,2019,2022/06/27,2022/03/20,,,read,,,,1,0
54985743,People We Meet on Vacation,Emily Henry,"Henry, Emily",,"=""1984806750""","=""9781984806758""",4,3.87,Berkley,Paperback,364,2021,2021,2022/06/15,2022/03/02,,,read,,,,1,0
36223860,"Artificial Condition (The Murderbot Diaries, #2)",Martha Wells,"Wells, Martha",,"=""""","=""""",3,4.27,Tor.com,Hardcover,160,2018,2018,2022/05/16,2022/05/11,,,read,,,,1,0
52379865,For Your Own Good,Samantha  Downing,"Downing, Samantha",,"=""0593100972""","=""9780593100974""",3,3.79,Berkley,Hardcover,373,2021,2021,2022/05/15,2022/05/04,,,read,,,,1,0
60038316,"Mickey7 (Mickey7, #1)",Edward Ashton,"Ashton, Edward",Felix Mayer,"=""3453321723""","=""9783453321724""",4,3.75,"Wilhelm Heyne Verlag, München",Mass Market Paperback,400,2022,2022,2022/05/10,2022/04/05,,,read,,,,1,0
59089898,"The Murder of Mr. Wickham (Mr. Darcy & Miss Tilney, #1)",Claudia Gray,"Gray, Claudia",,"=""059331381X""","=""9780593313817""",0,3.69,Vintage,Paperback,386,2022,2022,,2022/05/10,to-read,to-read (#44),to-read,,,,0,0
51854625,The Devil and the Dark Water,Stuart Turton,"Turton, Stuart",,"=""1728206022""","=""9781728206028""",3,3.84,Sourcebooks Landmark,Hardcover,463,2020,2020,2022/05/03,2022/03/06,,,read,,,,1,0
36373481,The Death of Mrs. Westaway,Ruth Ware,"Ware, Ruth",,"=""1501156217""","=""9781501156212""",3,3.81,Scout Press,Hardcover,368,2018,2018,2022/04/25,2022/03/31,,,read,,,,1,0
34466492,Anatomy of a Scandal,Sarah Vaughan,"Vaughan, Sarah",,"=""1501172166""","=""9781501172168""",0,3.68,Atria/Emily Bestler Books,Hardcover,392,2018,2018,,2022/04/18,to-read,to-read (#43),to-read,,,,0,0
52582029,The Weekend Away,Sarah Alderson,"Alderson, Sarah",,"=""0008411867""","=""9780008411862""",4,3.91,Avon,Paperback,336,2021,2020,2022/04/18,2022/02/14,,,read,,,,1,0
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,"=""""","=""""",4,4.41,Knopf,Hardcover,339,2018,2018,2022/04/17,2022/03/31,,,read,,,,1,0
57693601,Tell Me Everything: The Story of a Private Investigation,Erika Krouse,"Krouse, Erika",,"=""1250240301""","=""9781250240309""",0,3.76,Flatiron Books,Hardcover,288,2022,2022,,2022/04/15,to-read,to-read (#42),to-read,,,,0,0
35533431,The Broken Girls,Simone St. James,"James, Simone St.",,"=""""","=""""",4,4.06,Berkley,Kindle Edition,336,2018,2018,2022/04/13,2022/03/26,,,read,,,,1,0
45885644,The Sun Down Motel,Simone St. James,"James, Simone St.",,"=""0440000173""","=""9780440000174""",5,4.02,Berkley,Hardcover,327,2020,2020,,2022/03/20,,,read,,,,2,0
58371432,The Book of Cold Cases,Simone St. James,"James, Simone St.",,"=""0440000211""","=""9780440000211""",4,3.78,Berkley,Hardcover,344,2022,2022,2022/03/21,2022/03/20,,,read,,,,1,0
42201100,Three Women,Lisa Taddeo,"Taddeo, Lisa",,"=""1451642296""","=""9781451642292""",4,3.72,Avid Reader Press ,Hardcover,306,2019,2019,2022/03/19,2022/01/10,,,read,,,,1,0
58064046,Gallant,Victoria Schwab,"Schwab, Victoria",Manuel Sumberac,"=""0062835777""","=""9780062835772""",3,3.72,Greenwillow Books,Hardcover,338,2022,2022,2022/03/10,2022/03/05,,,read,,,,1,0
21853621,The Nightingale,Kristin Hannah,"Hannah, Kristin",,"=""0312577222""","=""9780312577223""",0,4.63,St. Martin's Press,Hardcover,564,2015,2015,,2022/03/07,to-read,to-read (#41),to-read,,,,0,0
51933429,The Guest List,Lucy Foley,"Foley, Lucy",,"=""""","=""""",3,3.81,William Morrow,Hardcover,330,2020,2020,2022/03/07,2022/02/28,,,read,,,,1,0
52476830,The Push,Ashley Audrain,"Audrain, Ashley",,"=""1984881663""","=""9781984881663""",5,4.05,Pamela Dorman Books,Hardcover,307,2021,2021,2022/02/21,2021/12/22,,,read,,,,1,0
36337550,The 7 1/2 Deaths of Evelyn Hardcastle,Stuart Turton,"Turton, Stuart",,"=""""","=""""",5,3.81,Sourcebooks Landmark,Hardcover,432,2018,2018,2022/03/06,2022/01/31,god-tier,god-tier (#4),read,,,,1,0
50638223,"The Grimrose Girls (Grimrose Girls, #1)",Laura Pohl,"Pohl, Laura",,"=""1728228875""","=""9781728228877""",0,3.56,Sourcebooks Fire,Paperback,400,2021,2021,,2022/03/06,to-read,to-read (#40),to-read,,,,0,0
58175765,The Paradox Hotel,Rob Hart,"Hart, Rob",,"=""1984820648""","=""9781984820648""",0,3.54,Ballantine Books,Hardcover,336,2022,2022,,2022/03/05,to-read,to-read (#39),to-read,,,,0,0
